pdf,thumb,ok,width,height,bytes,error
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\  Miguel Anxo Bastos.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\  Miguel Anxo Bastos.cover.jpg,True,425,600,60251,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - En Defensa de la Libertad  El Pensamiento Político de Frank Meyer.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - En Defensa de la Libertad  El Pensamiento Político de Frank Meyer.cover.jpg,True,464,600,11745,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - Génesis y formulación de la gestión de la calidad en la Comunidad Autónoma de Galicia.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - Génesis y formulación de la gestión de la calidad en la Comunidad Autónoma de Galicia.cover.jpg,True,425,600,43294,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - La acción colectiva en ausencia de Estado.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - La acción colectiva en ausencia de Estado.cover.jpg,True,464,600,33019,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - La Justicia del Comercio(1).pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - La Justicia del Comercio(1).cover.jpg,True,464,600,30847,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - La justicia del comercio.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - La justicia del comercio.cover.jpg,True,425,600,45595,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - La Propuesta de la Renta Básica de Ciudadania. Crítica.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - La Propuesta de la Renta Básica de Ciudadania. Crítica.cover.jpg,True,425,600,50023,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - Librecambismo e imperialismo.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - Librecambismo e imperialismo.cover.jpg,True,425,600,43919,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - Los Rebeldes Contra el Futuro.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Bastos - Los Rebeldes Contra el Futuro.cover.jpg,True,425,600,49719,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\El Anarcocapitalismo de Miguel Anxo Bastos.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\El Anarcocapitalismo de Miguel Anxo Bastos.cover.jpg,True,464,600,45864,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Ciencia en una sociedad anarcocapitalista.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Ciencia en una sociedad anarcocapitalista.cover.jpg,True,396,600,55762,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - El Anarcoprimitivismo.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - El Anarcoprimitivismo.cover.jpg,True,396,600,50578,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - El Anarquismo Conservador.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - El Anarquismo Conservador.cover.jpg,True,396,600,50181,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - La evolución tecnológica y el monopolio estatal del conocimiento - Bastos.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - La evolución tecnológica y el monopolio estatal del conocimiento - Bastos.cover.jpg,True,396,600,54825,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Las tecnologías sociales.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Las tecnologías sociales.cover.jpg,True,396,600,56390,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Lecturas no ancap que pudieran interesar a un ancap.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Lecturas no ancap que pudieran interesar a un ancap.cover.jpg,True,396,600,54612,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Lecturas para el verano.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Lecturas para el verano.cover.jpg,True,396,600,55810,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Lecturas recomendadas para el verano.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Lecturas recomendadas para el verano.cover.jpg,True,396,600,53539,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Sobre tecnología.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Escritos varios\Bastos - Sobre tecnología.cover.jpg,True,396,600,54796,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Las fracasadas políticas de calidad en la Gestión Publica.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Miguel Anxo Bastos\Las fracasadas políticas de calidad en la Gestión Publica.cover.jpg,True,420,600,42310,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\  Murray Rothbard.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\  Murray Rothbard.cover.jpg,True,425,600,68903,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Konkin sobre la estrategia libertaria - Murray Rothbard.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Konkin sobre la estrategia libertaria - Murray Rothbard.cover.jpg,True,425,600,41812,
"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Albert Jay Nock, el radical.pdf","D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Albert Jay Nock, el radical.cover.jpg",True,464,600,59139,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Anatomía del Pánico Bancario.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Anatomía del Pánico Bancario.cover.jpg,True,464,600,47764,
"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Con los tipos de interés, «hay dos cadenas causales opuestas en funcionamiento».pdf","D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Con los tipos de interés, «hay dos cadenas causales opuestas en funcionamiento».cover.jpg",True,464,600,59217,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo la Convención Constitucional amplió vastamente los poderes del presidente.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo la Convención Constitucional amplió vastamente los poderes del presidente.cover.jpg,True,464,600,58652,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo la Reserva Federal manda e infla.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo la Reserva Federal manda e infla.cover.jpg,True,464,600,50075,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo la Revolución estadounidense puso de cabeza el comercio exterior norteamericano.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo la Revolución estadounidense puso de cabeza el comercio exterior norteamericano.cover.jpg,True,464,600,57402,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo los bancos van a la quiebra.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo los bancos van a la quiebra.cover.jpg,True,463,600,43769,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo los Federalistas apilaron la baraja para ganar la ratificación.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo los Federalistas apilaron la baraja para ganar la ratificación.cover.jpg,True,464,600,63871,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo ver los aranceles.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Cómo ver los aranceles.cover.jpg,True,464,600,60737,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Diversidad humana e instrucción individual.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Diversidad humana e instrucción individual.cover.jpg,True,464,600,64064,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El acuerdo corrupto y la preservación de la esclavitud.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El acuerdo corrupto y la preservación de la esclavitud.cover.jpg,True,464,600,68420,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El altruismo frente al materialismo en el intercambio de mercado.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El altruismo frente al materialismo en el intercambio de mercado.cover.jpg,True,464,600,63044,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El carácter del individualismo americano.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El carácter del individualismo americano.cover.jpg,True,464,600,47391,
"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El debate de ratificación, un ejército permanente vs. las milicias.pdf","D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El debate de ratificación, un ejército permanente vs. las milicias.cover.jpg",True,464,600,63039,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El derecho a no declarar.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El derecho a no declarar.cover.jpg,True,464,600,39996,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El deseo de morir de los anarcocomunistas.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El deseo de morir de los anarcocomunistas.cover.jpg,True,463,600,62335,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El Edicto de Diocleciano.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El Edicto de Diocleciano.cover.jpg,True,464,600,54020,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El engaño detrás de las leyes de licencias del Estado.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El engaño detrás de las leyes de licencias del Estado.cover.jpg,True,464,600,64595,
"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El Impuesto al Consumo, Una Critica.pdf","D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El Impuesto al Consumo, Una Critica.cover.jpg",True,464,600,71932,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El mito de la independencia de la Fed.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El mito de la independencia de la Fed.cover.jpg,True,464,600,48076,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El mito del procesamiento de la carne.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - El mito del procesamiento de la carne.cover.jpg,True,464,600,63704,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Elecciones en el congreso bicameral.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Elecciones en el congreso bicameral.cover.jpg,True,464,600,66023,
"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Escucha, YAF.pdf","D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Escucha, YAF.cover.jpg",True,463,600,33318,
"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Estadísticas, el talón de Aquiles del Estado.pdf","D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Estadísticas, el talón de Aquiles del Estado.cover.jpg",True,464,600,39423,
"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Fumadores de tabaco, la minoría más perseguida de América.pdf","D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Fumadores de tabaco, la minoría más perseguida de América.cover.jpg",True,464,600,61474,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Hayek y el Premio Nobel.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Hayek y el Premio Nobel.cover.jpg,True,464,600,40625,
"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Historia de la Ciencia, Los Wighs se vuelven locos.pdf","D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Historia de la Ciencia, Los Wighs se vuelven locos.cover.jpg",True,464,600,56540,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Hoppeanfobia.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - Hoppeanfobia.cover.jpg,True,464,600,55780,
"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La abolición, una prueba de ácido.pdf","D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La abolición, una prueba de ácido.cover.jpg",True,464,600,63960,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La cuestión de los tipos de interés.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La cuestión de los tipos de interés.cover.jpg,True,464,600,44644,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La cuestión del aborto y la descentralización radical.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La cuestión del aborto y la descentralización radical.cover.jpg,True,464,600,34493,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La diferencia entre «fluctuaciones económicas» y recesión.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La diferencia entre «fluctuaciones económicas» y recesión.cover.jpg,True,464,600,64560,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La filosofía de Jefferson.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La filosofía de Jefferson.cover.jpg,True,464,600,38098,
D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La imposibilidad de la igualdad.pdf,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La imposibilidad de la igualdad.cover.jpg,True,464,600,64209,
"D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La nueva constitución, el proceso de ratificación y enmienda.pdf","D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\  Murray Rothbard\ Ensayos\Artículos cortos\Rothbard - La nueva constitución, el proceso de ratificación y enmienda.cover.jpg",True,464,600,48686,
